radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,310,410,3918,164133184,0,-74.158401489258,40.74348449707,1000,1,1,1458074963,1458074963,0
UMTS,310,410,3918,164123184,0,-74.15153503418,40.742111206055,1000,1,1,1458074963,1458074963,0
UMTS,310,410,3918,164164932,0,-74.15428161621101,40.732498168945,1000,1,1,1448292581,1448292581,0
UMTS,310,410,3918,151801499,0,-74.130935668945,40.725631713867,1000,1,1,1448859442,1448859442,0
UMTS,310,410,3918,164147335,0,-74.154282,40.728378,1000,2,1,1458607536,1473433362,0
UMTS,310,410,3918,164979207,0,-74.12956237793,40.727005004883,1000,1,1,1408433808,1408433808,0
UMTS,310,410,3918,164974420,0,-74.124413,40.736137,1000,20,1,1458607536,1489181503,0
UMTS,310,410,3918,164974421,0,-74.128813,40.728472,1000,44,1,1458607536,1489181503,0
UMTS,310,410,3919,164890463,0,-74.178314,40.697479,1000,2,1,1458607538,1489419635,0
UMTS,310,410,3919,164899556,0,-74.178127,40.695393,1000,12,1,1458607538,1505877794,0
UMTS,310,410,3919,164892072,0,-74.177627563477,40.695419311523,1000,18,1,1458607538,1491834787,0
LTE,310,410,3919,164893181,0,-74.174083,40.695778000000004,1000,2,1,1458607538,1568643655,0
UMTS,310,410,3919,135963337,0,-74.17350769043,40.692672729492,1000,1,1,1441267371,1441267371,0
UMTS,310,410,3919,139499911,0,-74.152908325195,40.69953918457,1000,1,1,1448732253,1448732253,0
UMTS,310,410,3919,131757951,0,-74.13230895996101,40.725631713867,1000,1,1,1438981381,1438981381,0
UMTS,310,410,3919,164899516,0,-74.181747436523,40.68717956543,1000,3,1,1458607538,1471656389,0
UMTS,310,410,3919,151945841,0,-74.18586730957,40.694046020508,1000,1,1,1441656647,1441656647,0
UMTS,310,410,3919,164945190,0,-74.191428,40.702185,1000,41,1,1458607538,1488217715,0
UMTS,310,410,3919,164919637,0,-74.19117800000001,40.718325,3572,24,1,1458607538,1579014574,0
UMTS,310,410,3919,164945186,0,-74.18361999999999,40.70276,1000,55,1,1458607538,1488217721,0
UMTS,310,410,3919,164945180,0,-74.189987182617,40.703659057617,1000,1,1,1408433849,1408433849,0
UMTS,310,410,3919,164920334,0,-74.141922,40.713111,1000,17,1,1458607538,1484827910,0
UMTS,310,410,3919,164971355,0,-74.13431899999999,40.719848999999996,1000,2,1,1448859444,1448859444,0
UMTS,310,410,3919,165016745,0,-74.13574200000001,40.719452000000004,1000,2,1,1458607538,1465409547,0
UMTS,310,410,3919,164988734,0,-74.117163,40.735738,6711,4,1,1458607538,1505871180,0
UMTS,310,410,3920,163857613,0,-74.131622,40.896606,1000,2,1,1458607539,1463810548,0
UMTS,310,410,3919,208172809,0,-74.148788452148,40.710525512695,1000,1,1,1450514635,1450514635,0
UMTS,310,410,3920,163876999,0,-74.166641235352,40.873947143555,1000,1,1,1432019226,1432019226,0
UMTS,310,410,3919,169768798,0,-74.13230895996101,40.69953918457,1000,1,1,1446737795,1446737795,0
UMTS,310,410,3920,151617845,0,-74.179000854492,40.83137512207,1000,1,1,1435692798,1435692798,0
UMTS,310,410,3920,151616095,0,-74.137802124023,40.816268920898,1000,1,1,1451157380,1451157380,0
UMTS,310,410,3919,164985910,0,-74.122695922852,40.744857788086,1000,1,1,1453276122,1453276122,0
UMTS,310,410,3919,164991645,0,-74.11720275878899,40.748977661133,1000,1,1,1426886643,1426886643,0
UMTS,310,410,3920,164839778,0,-74.121323,40.854996,1000,5,1,1458607539,1484760394,0
UMTS,310,410,3920,164840573,0,-74.129502,40.889082,3422,8,1,1458607539,1505247986,0
UMTS,310,410,3919,169768599,0,-74.15885899999999,40.685806,1000,3,1,1458607539,1485367611,0
UMTS,310,410,3919,208246032,0,-74.159774780273,40.694046020508,1000,1,1,1439765946,1439765946,0
UMTS,310,410,3920,164853383,0,-74.136428833008,40.871200561523,1000,1,1,1445641414,1445641414,0
UMTS,310,410,3920,207633423,0,-74.136428833008,40.849227905273,1000,1,1,1433078894,1433078894,0
UMTS,310,410,3918,151603290,0,-74.137802124023,40.773696899414,1000,1,1,1431153423,1431153423,0
UMTS,310,410,3918,164923188,0,-74.15657,40.705948,1000,3,1,1458607536,1480088491,0
UMTS,310,410,3918,164920329,0,-74.180374145508,40.695419311523,1000,1,1,1426731828,1426731828,0
UMTS,310,410,3918,164920327,0,-74.143982,40.723572,1000,6,1,1458607536,1485593456,0
UMTS,310,410,3918,164920334,0,-74.142838,40.713271999999996,1000,3,1,1458607536,1476289996,0
UMTS,310,410,3918,164966025,0,-74.143851,40.741546,1000,10,1,1458607536,1505333130,0
UMTS,310,410,3918,164132195,0,-74.155654907227,40.728378295898,1000,1,1,1451820030,1451820030,0
UMTS,310,410,3918,164966022,0,-74.13925,40.743446999999996,1000,37,1,1458607536,1489181503,0
UMTS,310,410,3918,164125205,0,-74.166641235352,40.747604370117,1000,1,1,1458074963,1458074963,0
UMTS,310,410,3918,165004104,0,-74.13389699999999,40.720633,8396,39,1,1458607537,1490338399,0
UMTS,310,410,3918,164988740,0,-74.140244,40.722427,1000,9,1,1458607536,1488217721,0
UMTS,310,410,3918,169756341,0,-74.119265,40.673103000000005,6625,4,1,1458607537,1492146264,0
UMTS,310,410,3918,165004107,0,-74.124454,40.731769,3407,70,1,1458607537,1555440086,0
UMTS,310,410,3918,164980205,0,-74.125331,40.728444,5342,17,1,1458607536,1492146275,0
UMTS,310,410,3919,164899636,0,-74.175619,40.696828000000004,1000,7,1,1458607538,1529181066,0
UMTS,310,410,3919,164899626,0,-74.177627563477,40.696792602539,1000,2,1,1458607538,1484476819,0
UMTS,310,410,3919,164582289,0,-74.199600219727,40.673446655273,1000,1,1,1446466272,1446466272,0
UMTS,310,410,3919,164888579,0,-74.18324,40.710008,1000,69,1,1458607538,1488217721,0
UMTS,310,410,3919,164888578,0,-74.17461899999999,40.701716,1000,147,1,1458607537,1489247870,0
UMTS,310,410,3919,151957410,0,-74.216537,40.716019,1000,3,1,1458607537,1492146275,0
UMTS,310,410,3919,164137616,0,-74.170073,40.719453,1297,2,1,1458607537,1485593456,0
UMTS,310,410,3919,151950235,0,-74.26414489746101,40.692672729492,1000,1,1,1439155628,1439155628,0
UMTS,310,410,3919,164132397,0,-74.184725,40.712165999999996,1000,6,1,1458607537,1547955106,0
UMTS,310,410,3919,164920329,0,-74.167086,40.717915000000005,3169,11,1,1458607538,1553466048,0
UMTS,310,410,3919,164974415,0,-74.135702,40.724144,1217,7,1,1458607538,1487545729,0
UMTS,310,410,3919,164920631,0,-74.175004,40.691032,1000,9,1,1458607538,1491403476,0
UMTS,310,410,3919,164906304,0,-74.159774780273,40.706405639648,1000,1,1,1408433799,1408433799,0
UMTS,310,410,3919,164944933,0,-74.159798,40.695419,1000,60,1,1458607538,1487682636,0
UMTS,310,410,3919,164906459,0,-74.17434200000001,40.675338,1027,24,1,1458607538,1516655021,0
UMTS,310,410,3919,164920632,0,-74.17598100000001,40.695040000000006,1000,16,1,1458607538,1556537920,0
UMTS,310,410,3920,164839777,0,-74.119949,40.861588,1000,6,1,1458607539,1484760392,0
UMTS,310,410,3920,163872813,0,-74.12818908691399,40.893173217773,1000,1,1,1445714641,1445714641,0
UMTS,310,410,3920,163876108,0,-74.16526794433601,40.843734741211,1000,1,1,1446313445,1446313445,0
UMTS,310,410,3920,163872999,0,-74.148788452148,40.880813598633,1000,1,1,1433852887,1433852887,0
UMTS,310,410,3919,169857403,0,-74.17625427246101,40.674819946289,1000,1,1,1450561234,1450561234,0
UMTS,310,410,3920,164851263,0,-74.136428833008,40.87532043457,1000,1,1,1445641407,1445641407,0
UMTS,310,410,3920,163872812,0,-74.12818908691399,40.891799926758,1000,1,1,1445714641,1445714641,0
UMTS,310,410,3920,151643935,0,-74.148788452148,40.827255249023,1000,1,1,1448450583,1448450583,0
UMTS,310,410,3920,164853081,0,-74.147415161133,40.835494995117,1000,1,1,1428257674,1428257674,0
UMTS,310,410,3920,164860793,0,-74.14009200000001,40.827512,3075,12,1,1458607539,1548786639,0
UMTS,310,410,3920,164853389,0,-74.13230895996101,40.869827270508,1000,1,1,1423682144,1423682144,0
UMTS,310,410,3920,164860792,0,-74.12517,40.822393,2304,13,1,1458607539,1536550190,0
UMTS,310,410,3920,164853743,0,-74.13724,40.881201000000004,1000,3,1,1458607539,1511873109,0
UMTS,310,410,3920,165144312,0,-74.124069213867,40.847854614258,1000,1,1,1452369845,1452369845,0
UMTS,310,410,3920,164876032,0,-74.11994934082,40.842361450195,1000,3,1,1458607539,1485373840,0
UMTS,310,410,3920,208386831,0,-74.125442504883,40.860214233398,1000,1,1,1434123897,1434123897,0
UMTS,310,410,3920,164853382,0,-74.12751800000001,40.864956,1000,3,1,1458607539,1511871107,0
UMTS,310,410,3918,164969554,0,-74.141198,40.724492,1000,9,1,1458607536,1505348307,0
UMTS,310,410,3918,164920333,0,-74.136505,40.71991,1000,18,1,1458607536,1488217704,0
UMTS,310,410,3918,164125207,0,-74.169387817383,40.747604370117,1000,1,1,1458074963,1458074963,0
UMTS,310,410,3918,164134763,0,-74.147415161133,40.733871459961,1000,1,1,1448292581,1448292581,0
UMTS,310,410,3918,164164931,0,-74.12132263183601,40.744857788086,1000,1,1,1432705858,1432705858,0
UMTS,310,410,3918,164944933,0,-74.15428161621101,40.702285766602,1000,1,1,1430730371,1430730371,0
UMTS,310,410,3918,164988733,0,-74.136027,40.737996,1053,21,1,1458607536,1505859092,0
UMTS,310,410,3918,164988734,0,-74.13995200000001,40.723949,1000,18,1,1458607536,1512558088,0
UMTS,310,410,3918,164988739,0,-74.136534,40.73535,1000,13,1,1458607536,1489181503,0
UMTS,310,410,3918,164988735,0,-74.154861,40.728276,3461,16,1,1458607536,1560647863,0
UMTS,310,410,3918,164974414,0,-74.123938,40.733837,1000,35,1,1458607536,1534121934,0
UMTS,310,410,3919,164890195,0,-74.1782,40.695419,1000,12,1,1458607538,1487315131,0
UMTS,310,410,3919,164903676,0,-74.175224,40.710526,1000,8,1,1458607538,1492146275,0
UMTS,310,410,3919,164899506,0,-74.181747436523,40.685806274414,1000,3,1,1458607538,1471354031,0
UMTS,310,410,3919,151801499,0,-74.13230895996101,40.725631713867,1000,1,1,1439227219,1439227219,0
UMTS,310,410,3919,151795313,0,-74.191360473633,40.689926147461,1000,1,1,1453375015,1453375015,0
UMTS,310,410,3919,163874451,0,-74.188613891602,40.695419311523,1000,1,1,1426312980,1426312980,0
UMTS,310,410,3919,164888584,0,-74.166641235352,40.707778930664,1000,1,1,1408433799,1408433799,0
UMTS,310,410,3919,164888580,0,-74.18415300000001,40.711126,5736,17,1,1458607538,1548705099,0
UMTS,310,410,3919,164635637,0,-74.184494018555,40.72151184082,1000,1,1,1446161756,1446161756,0
UMTS,310,410,3919,164893178,0,-74.14107800000001,40.713707,1000,6,1,1458607538,1477850473,0
UMTS,310,410,3919,164930669,0,-74.20578,40.678253000000005,1000,2,1,1458607538,1459195723,0
UMTS,310,410,3919,164980204,0,-74.124069213867,40.739364624023,1000,1,1,1442682430,1442682430,0
UMTS,310,410,3919,164920627,0,-74.18312072753899,40.68717956543,1000,1,1,1456786700,1456786700,0
UMTS,310,410,3919,164920330,0,-74.13230895996101,40.725631713867,1000,1,1,1408433808,1408433808,0
UMTS,310,410,3919,168188534,0,-74.188613891602,40.684432983398,1000,1,1,1453322532,1453322532,0
UMTS,310,410,3919,169768791,0,-74.133682250977,40.722885131836,1000,1,1,1439227219,1439227219,0
UMTS,310,410,3919,170124341,0,-74.18312072753899,40.702285766602,1000,1,1,1444367733,1444367733,0
UMTS,310,410,3920,151603929,0,-74.146041870117,40.825881958008,1000,1,1,1425938846,1425938846,0
UMTS,310,410,3920,151623570,0,-74.122695922852,40.832748413086,1000,1,1,1426312922,1426312922,0
UMTS,310,410,3919,169755693,0,-74.144668579102,40.67756652832,1000,1,1,1455625545,1455625545,0
UMTS,310,410,3919,208139272,0,-74.18724060058601,40.691299438477,1000,1,1,1450239002,1450239002,0
UMTS,310,410,3920,163872993,0,-74.147415161133,40.880813598633,1000,1,1,1436990666,1436990666,0
UMTS,310,410,3920,164839771,0,-74.117311,40.866921000000005,1000,31,1,1458607539,1505267491,0
UMTS,310,410,3920,163876102,0,-74.169387817383,40.845108032227,1000,1,1,1435692798,1435692798,0
UMTS,310,410,3919,164988740,0,-74.142094,40.722542,1229,8,1,1458607538,1485367617,0
UMTS,310,410,3919,170101013,0,-74.17213439941399,40.683059692383,1000,1,1,1453543583,1453543583,0
UMTS,310,410,3920,164850682,0,-74.118576,40.834122,1000,2,1,1458607539,1462590393,0
UMTS,310,410,3920,164840571,0,-74.117203,40.878754,1000,2,1,1458607539,1462590434,0
UMTS,310,410,3920,164855057,0,-74.152908325195,40.873947143555,1000,1,1,1457329426,1457329426,0
UMTS,310,410,3920,208129041,0,-74.146961,40.833218,1000,2,1,1438827606,1580521248,0
UMTS,310,410,3920,164869663,0,-74.11683199999999,40.866928,1000,22,1,1458607539,1505266734,0
UMTS,310,410,3918,164966023,0,-74.147351,40.74168,3742,21,1,1458607536,1586037809,0
UMTS,310,410,3918,164133231,0,-74.155654907227,40.73112487793,1000,2,1,1458607536,1474529093,0
UMTS,310,410,3918,164923194,0,-74.163894,40.708465999999994,1000,2,1,1458607536,1475808589,0
UMTS,310,410,3918,164137137,0,-74.140548706055,40.758590698242,1000,1,1,1449267698,1449267698,0
UMTS,310,410,3918,164125206,0,-74.168014526367,40.75309753418,1000,1,1,1446603218,1446603218,0
UMTS,310,410,3918,165004110,0,-74.122063,40.732657,1026,18,1,1458607537,1511054301,0
UMTS,310,410,3919,151946791,0,-74.17213439941399,40.691299438477,1000,1,1,1442840765,1442840765,0
UMTS,310,410,3919,151944746,0,-74.21012900000001,40.716019,1000,3,1,1458607537,1484827899,0
UMTS,310,410,3919,164890464,0,-74.17625427246101,40.696792602539,1000,3,1,1458607538,1474706067,0
UMTS,310,410,3919,151746957,0,-74.146041870117,40.711898803711,1000,1,1,1435002058,1435002058,0
UMTS,310,410,3919,151962650,0,-74.17850899999999,40.701401000000004,2442,8,1,1458607537,1543092320,0
UMTS,310,410,3919,164888577,0,-74.171136,40.710713,1000,22,1,1458607537,1487682630,0
UMTS,310,410,3919,164132403,0,-74.180865,40.710722,1000,14,1,1458607537,1489247870,0
UMTS,310,410,3919,164601423,0,-74.202346801758,40.685806274414,1000,1,1,1456165381,1456165381,0
UMTS,310,410,3919,164906094,0,-74.188613891602,40.707778930664,1000,1,1,1408433799,1408433799,0
UMTS,310,410,3919,164930670,0,-74.189987182617,40.680313110352,1000,9,1,1458607538,1470204869,0
UMTS,310,410,3919,164923187,0,-74.15595,40.709562,2352,18,1,1458607538,1534122052,0
UMTS,310,410,3919,164920335,0,-74.155557,40.716264,1000,28,1,1458607538,1488217721,0
UMTS,310,410,3919,164969554,0,-74.139868,40.720240000000004,1723,3,1,1442682435,1442682435,0
UMTS,310,410,3919,164920328,0,-74.140979,40.71369,1527,52,1,1458607538,1555439999,0
UMTS,310,410,3919,164923193,0,-74.154434,40.712241999999996,1000,36,1,1458607538,1488217721,0
UMTS,310,410,3919,164972753,0,-74.200973510742,40.68717956543,1000,1,1,1448384870,1448384870,0
UMTS,310,410,3919,164945182,0,-74.192733764648,40.700912475586,1000,1,1,1408433799,1408433799,0
UMTS,310,410,3919,164945189,0,-74.185479,40.695419,1000,53,1,1458607538,1489247870,0
UMTS,310,410,3919,164906297,0,-74.156313,40.71008,1322,13,1,1458607538,1511128962,0
UMTS,310,410,3920,164850681,0,-74.133682,40.843047999999996,1000,2,1,1458607539,1459960130,0
UMTS,310,410,3920,163872819,0,-74.127502,40.884934,1000,2,1,1458607539,1459451236,0
UMTS,310,410,3920,164835101,0,-74.155654907227,40.876693725586,1000,2,1,1458607539,1490686269,0
UMTS,310,410,3919,169768793,0,-74.142713,40.697779,6266,8,1,1458607539,1549235030,0
UMTS,310,410,3920,164833728,0,-74.124069213867,40.835494995117,1000,1,1,1449547997,1449547997,0
UMTS,310,410,3920,164839773,0,-74.12818908691399,40.858840942383,1000,1,1,1445641414,1445641414,0
UMTS,310,410,3920,164851261,0,-74.135055541992,40.876693725586,1000,1,1,1447271720,1447271720,0
UMTS,310,410,3920,164839772,0,-74.118576049805,40.854721069336,1000,2,1,1458607539,1485373840,0
UMTS,310,410,3920,164849431,0,-74.12264,40.823409000000005,1000,7,1,1458607539,1490976769,0
UMTS,310,410,3920,163876993,0,-74.166641235352,40.878067016602,1000,1,1,1425485091,1425485091,0
UMTS,310,410,3920,164861593,0,-74.156672,40.846994,1000,6,1,1458607539,1538154149,0
UMTS,310,410,3920,164853748,0,-74.130935668945,40.871200561523,1000,1,1,1424281995,1424281995,0
UMTS,310,410,3920,164854993,0,-74.135048,40.895345,3115,8,1,1458607539,1509151464,0
UMTS,310,410,3920,164853741,0,-74.133682250977,40.880813598633,1000,1,1,1441703589,1441703589,0
UMTS,310,410,3920,164853742,0,-74.13230895996101,40.872573852539,1000,1,1,1445606121,1445606121,0
UMTS,310,410,3920,164861620,0,-74.13917541503899,40.85334777832,1000,1,1,1438291092,1438291092,0
UMTS,310,410,3920,164869664,0,-74.12090400000001,40.860904999999995,3595,7,1,1458607539,1485373840,0
UMTS,310,410,3920,164853088,0,-74.128799,40.827713,1000,9,1,1458607539,1489477820,0
UMTS,310,410,3918,151639899,0,-74.13230895996101,40.779190063477,1000,1,1,1438246283,1438246283,0
UMTS,310,410,3918,164920328,0,-74.147551,40.707329,4056,8,1,1458607536,1523633367,0
UMTS,310,410,3918,164971641,0,-74.130935668945,40.748977661133,1000,1,1,1408433808,1408433808,0
UMTS,310,410,3918,164132202,0,-74.124069213867,40.737991333008,1000,1,1,1443305652,1443305652,0
UMTS,310,410,3918,151644136,0,-74.155654907227,40.746231079102,1000,1,1,1424730645,1424730645,0
UMTS,310,410,3918,164980203,0,-74.129731,40.750713,1251,7,1,1458607536,1491873535,0
UMTS,310,410,3918,208173841,0,-74.152908325195,40.747604370117,1000,1,1,1427349851,1427349851,0
UMTS,310,410,3918,169768799,0,-74.15016174316399,40.70915222168,1000,2,1,1458607537,1475808589,0
UMTS,310,410,3919,164893179,0,-74.166658,40.718118,2764,10,1,1458607538,1531156646,0
UMTS,310,410,3918,169857403,0,-74.133682250977,40.722885131836,1000,1,1,1450561234,1450561234,0
UMTS,310,410,3919,164890465,0,-74.17529300000001,40.695419,1000,10,1,1458607538,1487174729,0
UMTS,310,410,3919,142686426,0,-74.181747436523,40.694046020508,1000,1,1,1434070989,1434070989,0
UMTS,310,410,3919,164899546,0,-74.177627563477,40.688552856445,1000,6,1,1458607538,1472411080,0
UMTS,310,410,3919,151944740,0,-74.195818,40.705963,5112,5,1,1458607537,1560185929,0
UMTS,310,410,3919,164134757,0,-74.148788452148,40.732498168945,1000,1,1,1449513460,1449513460,0
UMTS,310,410,3919,164920327,0,-74.14599100000001,40.722508000000005,1122,21,1,1458607538,1534122014,0
UMTS,310,410,3919,164945156,0,-74.190331,40.682602,1000,12,1,1458607538,1483895106,0
UMTS,310,410,3919,164927359,0,-74.192295,40.700478000000004,1000,19,1,1458607538,1561247978,0
UMTS,310,410,3919,164920634,0,-74.182728,40.68718,1000,7,1,1458607538,1486854086,0
UMTS,310,410,3919,164906499,0,-74.191513,40.701065,1000,9,1,1458607538,1484827929,0
UMTS,310,410,3919,164974421,0,-74.132172,40.727142,1000,10,1,1458607538,1486403878,0
UMTS,310,410,3919,164923194,0,-74.156447,40.707778999999995,1000,26,1,1458607538,1489492499,0
UMTS,310,410,3919,164974420,0,-74.123611,40.739822,1000,3,1,1458607538,1484362740,0
UMTS,310,410,3919,164927365,0,-74.189987182617,40.700912475586,1000,1,1,1408433799,1408433799,0
UMTS,310,410,3919,164930667,0,-74.187682,40.682401,1000,9,1,1458607538,1556476143,0
UMTS,310,410,3920,164849433,0,-74.136436,40.826663,1192,8,1,1458607539,1507733974,0
UMTS,310,410,3920,163876101,0,-74.17213439941399,40.864334106445,1000,1,1,1444941525,1444941525,0
UMTS,310,410,3920,163900817,0,-74.11720275878899,40.895919799805,1000,1,1,1433667468,1433667468,0
UMTS,310,410,3919,169756371,0,-74.169388,40.682373,1000,2,1,1458607539,1468084693,0
UMTS,310,410,3919,169756353,0,-74.14741500000001,40.70961,1000,3,1,1458607539,1477850473,0
UMTS,310,410,3919,164991411,0,-74.152908325195,40.710525512695,1000,1,1,1450238975,1450238975,0
UMTS,310,410,3920,163876107,0,-74.174880981445,40.857467651367,1000,1,1,1446467490,1446467490,0
UMTS,310,410,3920,151639909,0,-74.122695922852,40.803909301758,1000,1,1,1451494937,1451494937,0
UMTS,310,410,3920,164851043,0,-74.133682250977,40.869827270508,1000,1,1,1445641407,1445641407,0
UMTS,310,410,3920,163872991,0,-74.13917541503899,40.891799926758,1000,1,1,1440415887,1440415887,0
UMTS,310,410,3919,208139273,0,-74.18312072753899,40.684432983398,1000,1,1,1450238975,1450238975,0
UMTS,310,410,3920,164849432,0,-74.126424,40.819016,1000,7,1,1458607539,1490976805,0
UMTS,310,410,3920,164861621,0,-74.157428,40.842317,1000,3,1,1458607539,1538154168,0
UMTS,310,410,3920,165116675,0,-74.11720275878899,40.869827270508,1000,1,1,1451820030,1451820030,0
UMTS,310,410,3920,164853372,0,-74.116516,40.840988,1000,2,1,1458607539,1485373840,0
UMTS,310,410,3920,164855051,0,-74.163647,40.8816,4499,7,1,1458607539,1505247937,0
UMTS,310,410,3920,164860797,0,-74.122284,40.823135,1000,10,1,1458607539,1489477820,0
UMTS,310,410,3922,151687457,0,-74.27513122558601,40.706405639648,1000,1,1,1431870476,1431870476,0
UMTS,310,410,3922,151704457,0,-74.36988830566399,40.685806274414,1000,1,1,1447713171,1447713171,0
UMTS,310,410,3918,164906299,0,-74.166641235352,40.703659057617,1000,1,1,1426674015,1426674015,0
UMTS,310,410,3918,164133185,0,-74.14604200000001,40.739365,1000,5,1,1458607536,1473666209,0
UMTS,310,410,3918,164971635,0,-74.13419499999999,40.753366,1000,32,1,1458607536,1531024846,0
UMTS,310,410,3918,164971634,0,-74.117173,40.748385999999996,1000,21,1,1458607536,1492057920,0
UMTS,310,410,3918,164133193,0,-74.16114807128899,40.736618041992,1000,1,1,1455384917,1455384917,0
UMTS,310,410,3918,164906298,0,-74.149137,40.714428000000005,1012,3,1,1458607536,1479560515,0
UMTS,310,410,3918,164974419,0,-74.127565,40.743484,1000,44,1,1458607536,1485593467,0
UMTS,310,410,3918,169768793,0,-74.11720275878899,40.694046020508,1000,1,1,1428521415,1428521415,0
UMTS,310,410,3918,164988741,0,-74.14981800000001,40.728035,1000,4,1,1458607536,1487196832,0
UMTS,310,410,3918,164985905,0,-74.136526,40.752578,1500,29,1,1458607536,1586037876,0
UMTS,310,410,3919,164888582,0,-74.188077,40.706363,5382,22,1,1458607538,1563743129,0
UMTS,310,410,3918,208141839,0,-74.125442504883,40.73112487793,1000,1,1,1456849113,1456849113,0
UMTS,310,410,3919,164888585,0,-74.17625427246101,40.720138549805,1000,1,1,1408433799,1408433799,0
UMTS,310,410,3919,164893180,0,-74.179000854492,40.696792602539,1000,6,1,1458607538,1491862547,0
UMTS,310,410,3918,207879697,0,-74.135055541992,40.720138549805,1000,1,1,1450514635,1450514635,0
UMTS,310,410,3919,164890193,0,-74.204635,40.707778999999995,1000,3,1,1458607538,1471656389,0
UMTS,310,410,3919,164899536,0,-74.177627563477,40.689926147461,1000,5,1,1458607538,1487022034,0
UMTS,310,410,3918,207512586,0,-74.11995,40.737992,1200,2,1,1458607537,1491111581,0
UMTS,310,410,3918,169768797,0,-74.1259,40.73616,1000,3,1,1458607537,1464423807,0
UMTS,310,410,3919,164890194,0,-74.176254,40.690956,1000,4,1,1458607538,1476751975,0
UMTS,310,410,3919,164980205,0,-74.139871,40.720189000000005,1720,6,1,1458607538,1477850473,0
UMTS,310,410,3919,164945173,0,-74.19011,40.680436,1000,56,1,1406165606,1483895106,0
UMTS,310,410,3919,164906458,0,-74.161734,40.679303000000004,5716,4,1,1458607538,1492540200,0
UMTS,310,410,3919,164920633,0,-74.181747436523,40.689926147461,1000,7,1,1458607538,1473333060,0
UMTS,310,410,3919,164974414,0,-74.14810200000001,40.716019,1000,2,1,1458607538,1465075982,0
UMTS,310,410,3919,164971634,0,-74.11994934082,40.748977661133,1000,1,1,1442682430,1442682430,0
UMTS,310,410,3919,164923195,0,-74.164413,40.709152,1000,45,1,1458607538,1489492499,0
UMTS,310,410,3919,164945172,0,-74.18586730957,40.691299438477,1000,36,1,1458607538,1489247870,0
UMTS,310,410,3919,164945196,0,-74.206466674805,40.680313110352,1000,1,1,1408433799,1408433799,0
UMTS,310,410,3919,164945174,0,-74.19979599999999,40.688553000000006,1000,7,1,1458607538,1483895106,0
UMTS,310,410,3920,163872992,0,-74.13230895996101,40.886306762695,1000,1,1,1440415831,1440415831,0
UMTS,310,410,3920,164851262,0,-74.13230895996101,40.873947143555,1000,1,1,1454168015,1454168015,0
UMTS,310,410,3920,164835102,0,-74.133682,40.872574,1000,2,1,1458607539,1491039374,0
UMTS,310,410,3920,30705,0,-74.130935668945,40.872573852539,1000,1,1,1439590145,1439590145,0
UMTS,310,410,3920,163876992,0,-74.15153503418,40.872573852539,1000,1,1,1442653204,1442653204,0
UMTS,310,410,3919,169775547,0,-74.20051600000001,40.716019,1235,3,1,1458607539,1489247870,0
UMTS,310,410,3920,151616089,0,-74.13917541503899,40.814895629883,1000,1,1,1428616263,1428616263,0
UMTS,310,410,3919,169768799,0,-74.146238,40.708858,1000,14,1,1458607539,1489247870,0
UMTS,310,410,3920,164851083,0,-74.156439,40.838406,1211,9,1,1458607539,1491229831,0
UMTS,310,410,3920,164824993,0,-74.11720275878899,40.861587524414,1000,1,1,1448381972,1448381972,0
UMTS,310,410,3920,164876031,0,-74.12086500000001,40.850601,1000,3,1,1458607539,1485373840,0
UMTS,310,410,3920,164869665,0,-74.125442504883,40.857467651367,1000,1,1,1426283801,1426283801,0
UMTS,310,410,3920,164860798,0,-74.12599200000001,40.822722999999996,1000,10,1,1458607539,1489477820,0
UMTS,310,410,3920,164853381,0,-74.12910500000001,40.86937,1000,3,1,1395866459,1440415831,0
UMTS,310,410,3922,169916327,0,-74.316329956055,40.711898803711,1000,1,1,1430370312,1430370312,0
UMTS,310,410,3924,164601416,0,-74.20783996582,40.67756652832,1000,2,1,1458607545,1463427695,0
UMTS,310,410,3924,164614203,0,-74.24276400000001,40.682894,1000,58,1,1458607545,1476219553,0
UMTS,310,410,3924,164596179,0,-74.24189799999999,40.682235999999996,1000,5,1,1458607545,1481151760,0
UMTS,310,410,3924,164594103,0,-74.22500600000001,40.674133000000005,1000,6,1,1458607545,1483895106,0
UMTS,310,410,3924,164152303,0,-74.224319458008,40.674819946289,1000,1,1,1456857848,1456857848,0
UMTS,310,410,3924,151915240,0,-74.244919,40.688553000000006,1000,2,1,1458607544,1472668060,0
UMTS,310,410,3924,164614200,0,-74.242859,40.683421,1000,38,1,1458607545,1476218692,0
UMTS,310,410,3924,164606357,0,-74.202805,40.673904,1000,3,1,1458607545,1475659604,0
UMTS,310,410,3924,164581416,0,-74.213791,40.686264,1000,3,1,1458607544,1482953882,0
UMTS,310,410,3924,164593348,0,-74.222488,40.676193,1000,3,1,1458607545,1476740290,0
UMTS,310,410,3924,164612416,0,-74.219513,40.681686,1000,2,1,1458607545,1482953882,0
UMTS,310,410,3924,164614357,0,-74.251785,40.682602,1000,3,1,1458607545,1463632885,0
UMTS,310,410,3924,164930667,0,-74.18312072753899,40.683059692383,1000,1,1,1453754335,1453754335,0
UMTS,310,410,3924,164593354,0,-74.229263,40.678115999999996,1000,5,1,1458607545,1483895106,0
